Driver,Lap Number,Lap Time,Position,Time,Sector 1,Sector 2,Sector 3
OCO,17.0,0 days 00:01:34.737000,15.0,0 days 01:44:13.246000,0 days 00:00:33.862000,0 days 00:00:19.472000,0 days 00:00:41.403000
OCO,18.0,0 days 00:01:35.309000,15.0,0 days 01:45:48.555000,0 days 00:00:33.567000,0 days 00:00:19.470000,0 days 00:00:42.272000
OCO,19.0,0 days 00:01:36.266000,16.0,0 days 01:47:24.821000,0 days 00:00:33.414000,0 days 00:00:19.397000,0 days 00:00:43.455000
OCO,20.0,0 days 00:01:34.392000,16.0,0 days 01:48:59.213000,0 days 00:00:33.915000,0 days 00:00:19.385000,0 days 00:00:41.092000
OCO,21.0,0 days 00:01:33.391000,16.0,0 days 01:50:32.604000,0 days 00:00:33.421000,0 days 00:00:19.169000,0 days 00:00:40.801000
OCO,22.0,0 days 00:01:33.533000,16.0,0 days 01:52:06.137000,0 days 00:00:33.389000,0 days 00:00:19.224000,0 days 00:00:40.920000
OCO,23.0,0 days 00:01:33.338000,16.0,0 days 01:53:39.475000,0 days 00:00:33.216000,0 days 00:00:19.337000,0 days 00:00:40.785000
OCO,24.0,0 days 00:01:33.048000,16.0,0 days 01:55:12.523000,0 days 00:00:33.089000,0 days 00:00:19.269000,0 days 00:00:40.690000
OCO,25.0,0 days 00:01:32.538000,16.0,0 days 01:56:45.061000,0 days 00:00:32.968000,0 days 00:00:19.225000,0 days 00:00:40.345000
OCO,26.0,0 days 00:01:32.540000,16.0,0 days 01:58:17.601000,0 days 00:00:32.870000,0 days 00:00:19.322000,0 days 00:00:40.348000
OCO,27.0,0 days 00:01:32.302000,16.0,0 days 01:59:49.903000,0 days 00:00:32.778000,0 days 00:00:19.238000,0 days 00:00:40.286000
OCO,28.0,0 days 00:01:32.210000,16.0,0 days 02:01:22.113000,0 days 00:00:32.499000,0 days 00:00:19.286000,0 days 00:00:40.425000
OCO,29.0,0 days 00:01:33.743000,16.0,0 days 02:02:55.856000,0 days 00:00:34.667000,0 days 00:00:19.133000,0 days 00:00:39.943000
OCO,30.0,0 days 00:01:31.501000,16.0,0 days 02:04:27.357000,0 days 00:00:32.641000,0 days 00:00:19.103000,0 days 00:00:39.757000
OCO,31.0,0 days 00:01:31.624000,16.0,0 days 02:05:58.981000,0 days 00:00:32.297000,0 days 00:00:19.419000,0 days 00:00:39.908000
OCO,32.0,0 days 00:01:31.155000,16.0,0 days 02:07:30.136000,0 days 00:00:31.940000,0 days 00:00:20.057000,0 days 00:00:39.158000
OCO,33.0,0 days 00:01:55.932000,14.0,0 days 02:09:26.068000,0 days 00:00:38.852000,0 days 00:00:29.562000,0 days 00:00:47.518000
OCO,34.0,0 days 00:02:00.551000,14.0,0 days 02:11:26.619000,0 days 00:00:42.972000,0 days 00:00:31.576000,0 days 00:00:46.003000
OCO,35.0,0 days 00:02:12.165000,14.0,0 days 02:13:38.784000,0 days 00:00:42.151000,0 days 00:00:35.341000,0 days 00:00:54.673000
OCO,36.0,,14.0,0 days 02:16:17.088000,0 days 00:00:45.039000,0 days 00:00:41.403000,0 days 00:01:11.860000
OCO,37.0,0 days 00:02:20.137000,14.0,0 days 02:18:37.225000,0 days 00:00:44.210000,0 days 00:00:41.090000,0 days 00:00:54.837000
OCO,38.0,0 days 00:02:12.933000,14.0,0 days 02:20:50.158000,0 days 00:00:43.583000,0 days 00:00:34.325000,0 days 00:00:55.025000
OCO,39.0,0 days 00:02:04.201000,15.0,0 days 02:22:54.359000,0 days 00:00:42.286000,0 days 00:00:21.998000,0 days 00:00:59.917000
OCO,40.0,0 days 00:01:42.035000,15.0,0 days 02:24:36.394000,0 days 00:00:42.369000,0 days 00:00:20.285000,0 days 00:00:39.381000
OCO,41.0,0 days 00:01:29.339000,15.0,0 days 02:26:05.733000,0 days 00:00:32.041000,0 days 00:00:19.341000,0 days 00:00:37.957000
OCO,42.0,0 days 00:01:26.764000,15.0,0 days 02:27:32.497000,0 days 00:00:30.261000,0 days 00:00:19.144000,0 days 00:00:37.359000
OCO,43.0,0 days 00:01:28.505000,15.0,0 days 02:29:01.002000,0 days 00:00:30.027000,0 days 00:00:18.897000,0 days 00:00:39.581000
OCO,44.0,0 days 00:01:33.574000,14.0,0 days 02:30:34.576000,0 days 00:00:30.003000,0 days 00:00:18.857000,0 days 00:00:44.714000
OCO,45.0,0 days 00:01:36.259000,14.0,0 days 02:32:10.835000,0 days 00:00:30.740000,0 days 00:00:18.823000,0 days 00:00:46.696000
OCO,46.0,0 days 00:02:21.745000,13.0,0 days 02:34:32.580000,0 days 00:00:40.828000,0 days 00:00:23.639000,0 days 00:01:17.278000
OCO,47.0,0 days 00:02:07.226000,12.0,0 days 02:36:39.806000,0 days 00:00:52.325000,0 days 00:00:26.250000,0 days 00:00:48.651000
OCO,48.0,0 days 00:01:46.416000,12.0,0 days 02:38:26.222000,0 days 00:00:40.046000,0 days 00:00:20.638000,0 days 00:00:45.732000
OCO,49.0,0 days 00:01:41.743000,12.0,0 days 02:40:07.965000,0 days 00:00:38.787000,0 days 00:00:20.242000,0 days 00:00:42.714000
OCO,50.0,0 days 00:02:02.853000,12.0,0 days 02:42:10.818000,0 days 00:00:35.793000,0 days 00:00:26.509000,0 days 00:01:00.551000
OCO,51.0,0 days 00:02:07.663000,13.0,0 days 02:44:18.481000,0 days 00:00:45.866000,0 days 00:00:26.039000,0 days 00:00:55.758000
OCO,52.0,0 days 00:01:38.747000,13.0,0 days 02:45:57.228000,0 days 00:00:35.981000,0 days 00:00:19.771000,0 days 00:00:42.995000
OCO,53.0,0 days 00:01:34.582000,13.0,0 days 02:47:31.810000,0 days 00:00:34.133000,0 days 00:00:19.343000,0 days 00:00:41.106000
OCO,54.0,0 days 00:01:33.152000,13.0,0 days 02:49:04.962000,0 days 00:00:32.927000,0 days 00:00:19.345000,0 days 00:00:40.880000
OCO,55.0,0 days 00:01:32.260000,13.0,0 days 02:50:37.222000,0 days 00:00:32.690000,0 days 00:00:19.264000,0 days 00:00:40.306000
OCO,56.0,0 days 00:01:31.913000,13.0,0 days 02:52:09.135000,0 days 00:00:32.451000,0 days 00:00:19.168000,0 days 00:00:40.294000
OCO,57.0,0 days 00:01:30.924000,13.0,0 days 02:53:40.059000,0 days 00:00:32.076000,0 days 00:00:19.022000,0 days 00:00:39.826000
NOR,1.0,0 days 00:01:57.099000,1.0,0 days 01:12:57.726000,,0 days 00:00:20.913000,0 days 00:00:54.007000
NOR,2.0,,1.0,0 days 01:15:47.663000,0 days 00:00:58.907000,0 days 00:00:38.076000,0 days 00:01:12.905000
NOR,3.0,,1.0,0 days 01:18:29.359000,0 days 00:00:56.498000,0 days 00:00:34.215000,0 days 00:01:11.010000
NOR,4.0,,1.0,0 days 01:21:05.355000,0 days 00:00:55.356000,0 days 00:00:32.664000,0 days 00:01:08.033000
NOR,5.0,0 days 00:02:23.648000,1.0,0 days 01:23:29.003000,0 days 00:00:53.992000,0 days 00:00:31.669000,0 days 00:00:57.987000
NOR,6.0,0 days 00:02:20.423000,1.0,0 days 01:25:49.426000,0 days 00:00:48.236000,0 days 00:00:33.814000,0 days 00:00:58.373000
NOR,7.0,0 days 00:02:17.108000,1.0,0 days 01:28:06.534000,0 days 00:00:46.009000,0 days 00:00:30.022000,0 days 00:01:01.077000
NOR,8.0,0 days 00:01:36.278000,1.0,0 days 01:29:42.812000,0 days 00:00:34.845000,0 days 00:00:20.542000,0 days 00:00:40.891000
NOR,9.0,0 days 00:01:34.638000,1.0,0 days 01:31:17.450000,0 days 00:00:34.182000,0 days 00:00:19.932000,0 days 00:00:40.524000
NOR,10.0,0 days 00:01:32.130000,1.0,0 days 01:32:49.580000,0 days 00:00:32.775000,0 days 00:00:19.521000,0 days 00:00:39.834000
NOR,11.0,0 days 00:01:32.189000,1.0,0 days 01:34:21.769000,0 days 00:00:32.971000,0 days 00:00:19.542000,0 days 00:00:39.676000
NOR,12.0,0 days 00:01:31.778000,1.0,0 days 01:35:53.547000,0 days 00:00:33.041000,0 days 00:00:19.428000,0 days 00:00:39.309000
NOR,13.0,0 days 00:01:31.318000,1.0,0 days 01:37:24.865000,0 days 00:00:32.701000,0 days 00:00:19.369000,0 days 00:00:39.248000
NOR,14.0,0 days 00:01:30.795000,1.0,0 days 01:38:55.660000,0 days 00:00:32.293000,0 days 00:00:19.273000,0 days 00:00:39.229000
NOR,15.0,0 days 00:01:30.226000,1.0,0 days 01:40:25.886000,0 days 00:00:32.127000,0 days 00:00:19.243000,0 days 00:00:38.856000
NOR,16.0,0 days 00:01:29.952000,1.0,0 days 01:41:55.838000,0 days 00:00:31.957000,0 days 00:00:19.167000,0 days 00:00:38.828000
NOR,17.0,0 days 00:01:30.264000,1.0,0 days 01:43:26.102000,0 days 00:00:31.990000,0 days 00:00:19.045000,0 days 00:00:39.229000
NOR,18.0,0 days 00:01:30.146000,1.0,0 days 01:44:56.248000,0 days 00:00:31.867000,0 days 00:00:18.988000,0 days 00:00:39.291000
NOR,19.0,0 days 00:01:30.551000,1.0,0 days 01:46:26.799000,0 days 00:00:31.922000,0 days 00:00:19.008000,0 days 00:00:39.621000
NOR,20.0,0 days 00:01:30.710000,1.0,0 days 01:47:57.509000,0 days 00:00:32.482000,0 days 00:00:19.053000,0 days 00:00:39.175000
NOR,21.0,0 days 00:01:30.234000,1.0,0 days 01:49:27.743000,0 days 00:00:31.839000,0 days 00:00:18.967000,0 days 00:00:39.428000
NOR,22.0,0 days 00:01:30.300000,1.0,0 days 01:50:58.043000,0 days 00:00:31.922000,0 days 00:00:18.944000,0 days 00:00:39.434000
NOR,23.0,0 days 00:01:29.922000,1.0,0 days 01:52:27.965000,0 days 00:00:31.865000,0 days 00:00:18.917000,0 days 00:00:39.140000
NOR,24.0,0 days 00:01:29.687000,1.0,0 days 01:53:57.652000,0 days 00:00:31.717000,0 days 00:00:18.812000,0 days 00:00:39.158000
NOR,25.0,0 days 00:01:29.601000,1.0,0 days 01:55:27.253000,0 days 00:00:31.927000,0 days 00:00:18.809000,0 days 00:00:38.865000
NOR,26.0,0 days 00:01:29.160000,1.0,0 days 01:56:56.413000,0 days 00:00:31.638000,0 days 00:00:18.793000,0 days 00:00:38.729000
NOR,27.0,0 days 00:01:29.250000,1.0,0 days 01:58:25.663000,0 days 00:00:31.708000,0 days 00:00:18.743000,0 days 00:00:38.799000
NOR,28.0,0 days 00:01:29.097000,1.0,0 days 01:59:54.760000,0 days 00:00:31.595000,0 days 00:00:18.795000,0 days 00:00:38.707000
NOR,29.0,0 days 00:01:28.357000,1.0,0 days 02:01:23.117000,0 days 00:00:31.183000,0 days 00:00:18.556000,0 days 00:00:38.618000
NOR,30.0,0 days 00:01:28.032000,1.0,0 days 02:02:51.149000,0 days 00:00:31.395000,0 days 00:00:18.641000,0 days 00:00:37.996000
NOR,31.0,0 days 00:01:27.695000,1.0,0 days 02:04:18.844000,0 days 00:00:31.136000,0 days 00:00:18.747000,0 days 00:00:37.812000
NOR,32.0,0 days 00:01:27.800000,1.0,0 days 02:05:46.644000,0 days 00:00:31.021000,0 days 00:00:18.717000,0 days 00:00:38.062000
NOR,33.0,0 days 00:01:27.495000,1.0,0 days 02:07:14.139000,0 days 00:00:31.193000,0 days 00:00:18.769000,0 days 00:00:37.533000
NOR,34.0,0 days 00:02:02.273000,1.0,0 days 02:09:16.412000,0 days 00:00:30.897000,0 days 00:00:28.566000,0 days 00:01:02.810000
NOR,35.0,0 days 00:02:03.448000,1.0,0 days 02:11:19.860000,0 days 00:00:46.512000,0 days 00:00:32.868000,0 days 00:00:44.068000
NOR,36.0,0 days 00:02:16.883000,1.0,0 days 02:13:36.743000,0 days 00:00:47.119000,0 days 00:00:35.095000,0 days 00:00:54.669000
NOR,37.0,,1.0,0 days 02:16:13.634000,0 days 00:00:44.919000,0 days 00:00:41.079000,0 days 00:01:10.942000
NOR,38.0,0 days 00:02:21.020000,1.0,0 days 02:18:34.654000,0 days 00:00:45.763000,0 days 00:00:41.277000,0 days 00:00:53.980000
NOR,39.0,0 days 00:02:13.694000,1.0,0 days 02:20:48.348000,0 days 00:00:44.586000,0 days 00:00:34.303000,0 days 00:00:54.805000
NOR,40.0,0 days 00:02:15.337000,1.0,0 days 02:23:03.685000,0 days 00:00:47.795000,0 days 00:00:33.656000,0 days 00:00:53.886000
NOR,41.0,0 days 00:02:13.937000,1.0,0 days 02:25:17.622000,0 days 00:00:44.793000,0 days 00:00:29.454000,0 days 00:00:59.690000
NOR,42.0,0 days 00:01:23.797000,1.0,0 days 02:26:41.419000,0 days 00:00:30.016000,0 days 00:00:18.891000,0 days 00:00:34.890000
NOR,43.0,0 days 00:01:22.167000,1.0,0 days 02:28:03.586000,0 days 00:00:28.553000,0 days 00:00:18.537000,0 days 00:00:35.077000
NOR,44.0,0 days 00:01:45.587000,6.0,0 days 02:29:49.173000,0 days 00:00:28.841000,0 days 00:00:18.581000,0 days 00:00:58.165000
NOR,45.0,0 days 00:01:36.407000,6.0,0 days 02:31:25.580000,0 days 00:00:37.170000,0 days 00:00:18.913000,0 days 00:00:40.324000
NOR,46.0,0 days 00:01:31.567000,3.0,0 days 02:32:57.147000,0 days 00:00:31.083000,0 days 00:00:19.028000,0 days 00:00:41.456000
NOR,47.0,0 days 00:01:53.728000,1.0,0 days 02:34:50.875000,0 days 00:00:36.023000,0 days 00:00:26.573000,0 days 00:00:51.132000
NOR,48.0,0 days 00:02:16.995000,1.0,0 days 02:37:07.870000,0 days 00:00:42.091000,0 days 00:00:29.643000,0 days 00:01:05.261000
NOR,49.0,0 days 00:02:24.979000,1.0,0 days 02:39:32.849000,0 days 00:00:52.528000,0 days 00:00:32.458000,0 days 00:00:59.993000
NOR,50.0,0 days 00:02:22.395000,1.0,0 days 02:41:55.244000,0 days 00:00:53.654000,0 days 00:00:31.089000,0 days 00:00:57.652000
NOR,51.0,0 days 00:02:14.178000,1.0,0 days 02:44:09.422000,0 days 00:00:46.614000,0 days 00:00:29.935000,0 days 00:00:57.629000
NOR,52.0,0 days 00:01:33.198000,1.0,0 days 02:45:42.620000,0 days 00:00:33.533000,0 days 00:00:19.490000,0 days 00:00:40.175000
NOR,53.0,0 days 00:01:30.482000,1.0,0 days 02:47:13.102000,0 days 00:00:32.025000,0 days 00:00:19.219000,0 days 00:00:39.238000
NOR,54.0,0 days 00:01:29.428000,1.0,0 days 02:48:42.530000,0 days 00:00:31.710000,0 days 00:00:18.906000,0 days 00:00:38.812000
NOR,55.0,0 days 00:01:29.195000,1.0,0 days 02:50:11.725000,0 days 00:00:30.994000,0 days 00:00:19.466000,0 days 00:00:38.735000
NOR,56.0,0 days 00:01:27.996000,1.0,0 days 02:51:39.721000,0 days 00:00:30.804000,0 days 00:00:18.717000,0 days 00:00:38.475000
NOR,57.0,0 days 00:01:27.126000,1.0,0 days 02:53:06.847000,0 days 00:00:30.396000,0 days 00:00:18.664000,0 days 00:00:38.066000
HAM,1.0,0 days 00:02:12.883000,11.0,0 days 01:13:13.605000,,0 days 00:00:21.082000,0 days 00:01:05.193000
HAM,2.0,,8.0,0 days 01:16:03.467000,0 days 00:00:55.534000,0 days 00:00:35.740000,0 days 00:01:18.634000
HAM,3.0,,8.0,0 days 01:18:47.223000,0 days 00:00:50.598000,0 days 00:00:35.108000,0 days 00:01:18.107000
HAM,4.0,,8.0,0 days 01:21:21.296000,0 days 00:00:49.775000,0 days 00:00:32.493000,0 days 00:01:11.832000
HAM,5.0,0 days 00:02:21.772000,8.0,0 days 01:23:43.068000,0 days 00:00:51.182000,0 days 00:00:31.506000,0 days 00:00:59.084000
HAM,6.0,0 days 00:02:20.418000,8.0,0 days 01:26:03.486000,0 days 00:00:43.910000,0 days 00:00:34.755000,0 days 00:01:01.753000
HAM,7.0,0 days 00:02:07.498000,8.0,0 days 01:28:10.984000,0 days 00:00:42.591000,0 days 00:00:30.377000,0 days 00:00:54.530000
HAM,8.0,0 days 00:01:38.311000,8.0,0 days 01:29:49.295000,0 days 00:00:35.572000,0 days 00:00:20.255000,0 days 00:00:42.484000
HAM,9.0,0 days 00:01:36.242000,8.0,0 days 01:31:25.537000,0 days 00:00:34.554000,0 days 00:00:19.882000,0 days 00:00:41.806000
HAM,10.0,0 days 00:01:35.107000,8.0,0 days 01:33:00.644000,0 days 00:00:33.954000,0 days 00:00:19.890000,0 days 00:00:41.263000
HAM,11.0,0 days 00:01:34.299000,8.0,0 days 01:34:34.943000,0 days 00:00:33.496000,0 days 00:00:19.828000,0 days 00:00:40.975000
HAM,12.0,0 days 00:01:33.255000,8.0,0 days 01:36:08.198000,0 days 00:00:33.410000,0 days 00:00:19.708000,0 days 00:00:40.137000
HAM,13.0,0 days 00:01:33.017000,8.0,0 days 01:37:41.215000,0 days 00:00:33.163000,0 days 00:00:19.171000,0 days 00:00:40.683000
HAM,14.0,0 days 00:01:32.992000,8.0,0 days 01:39:14.207000,0 days 00:00:33.133000,0 days 00:00:19.416000,0 days 00:00:40.443000
HAM,15.0,0 days 00:01:32.763000,8.0,0 days 01:40:46.970000,0 days 00:00:32.838000,0 days 00:00:19.117000,0 days 00:00:40.808000
HAM,16.0,0 days 00:01:32.749000,8.0,0 days 01:42:19.719000,0 days 00:00:32.938000,0 days 00:00:19.400000,0 days 00:00:40.411000
HAM,17.0,0 days 00:01:32.830000,8.0,0 days 01:43:52.549000,0 days 00:00:32.880000,0 days 00:00:19.229000,0 days 00:00:40.721000
HAM,18.0,0 days 00:01:32.877000,8.0,0 days 01:45:25.426000,0 days 00:00:32.739000,0 days 00:00:18.926000,0 days 00:00:41.212000
HAM,19.0,0 days 00:01:32.914000,8.0,0 days 01:46:58.340000,0 days 00:00:33.121000,0 days 00:00:18.861000,0 days 00:00:40.932000
HAM,20.0,0 days 00:01:32.341000,8.0,0 days 01:48:30.681000,0 days 00:00:33.025000,0 days 00:00:18.909000,0 days 00:00:40.407000
HAM,21.0,0 days 00:01:32.079000,8.0,0 days 01:50:02.760000,0 days 00:00:32.861000,0 days 00:00:18.776000,0 days 00:00:40.442000
HAM,22.0,0 days 00:01:32.041000,8.0,0 days 01:51:34.801000,0 days 00:00:32.551000,0 days 00:00:18.800000,0 days 00:00:40.690000
HAM,23.0,0 days 00:01:31.771000,8.0,0 days 01:53:06.572000,0 days 00:00:32.677000,0 days 00:00:18.806000,0 days 00:00:40.288000
HAM,24.0,0 days 00:01:31.852000,8.0,0 days 01:54:38.424000,0 days 00:00:32.592000,0 days 00:00:18.648000,0 days 00:00:40.612000
HAM,25.0,0 days 00:01:30.860000,8.0,0 days 01:56:09.284000,0 days 00:00:32.254000,0 days 00:00:18.764000,0 days 00:00:39.842000
HAM,26.0,0 days 00:01:31.302000,8.0,0 days 01:57:40.586000,0 days 00:00:32.531000,0 days 00:00:18.781000,0 days 00:00:39.990000
HAM,27.0,0 days 00:01:30.755000,8.0,0 days 01:59:11.341000,0 days 00:00:32.184000,0 days 00:00:18.685000,0 days 00:00:39.886000
HAM,28.0,0 days 00:01:30.143000,8.0,0 days 02:00:41.484000,0 days 00:00:31.957000,0 days 00:00:18.498000,0 days 00:00:39.688000
HAM,29.0,0 days 00:01:30.127000,8.0,0 days 02:02:11.611000,0 days 00:00:31.912000,0 days 00:00:18.584000,0 days 00:00:39.631000
HAM,30.0,0 days 00:01:29.737000,8.0,0 days 02:03:41.348000,0 days 00:00:31.564000,0 days 00:00:18.460000,0 days 00:00:39.713000
HAM,31.0,0 days 00:01:30.422000,8.0,0 days 02:05:11.770000,0 days 00:00:32.276000,0 days 00:00:18.942000,0 days 00:00:39.204000
HAM,32.0,0 days 00:01:30.234000,8.0,0 days 02:06:42.004000,0 days 00:00:31.898000,0 days 00:00:19.330000,0 days 00:00:39.006000
HAM,33.0,0 days 00:01:50.479000,8.0,0 days 02:08:32.483000,0 days 00:00:31.722000,0 days 00:00:19.152000,0 days 00:00:59.605000
HAM,34.0,0 days 00:02:26.885000,8.0,0 days 02:10:59.368000,0 days 00:00:54.802000,0 days 00:00:42.626000,0 days 00:00:49.457000
HAM,35.0,0 days 00:01:43.401000,8.0,0 days 02:12:42.769000,0 days 00:00:34.992000,0 days 00:00:28.283000,0 days 00:00:40.126000
HAM,36.0,0 days 00:01:42.431000,8.0,0 days 02:14:25.200000,0 days 00:00:33.507000,0 days 00:00:30.249000,0 days 00:00:38.675000
HAM,37.0,0 days 00:02:08.079000,8.0,0 days 02:16:33.279000,0 days 00:00:32.779000,0 days 00:00:30.772000,0 days 00:01:04.528000
HAM,38.0,0 days 00:02:18.415000,8.0,0 days 02:18:51.694000,0 days 00:00:38.810000,0 days 00:00:40.044000,0 days 00:00:59.561000
HAM,39.0,0 days 00:02:12.085000,8.0,0 days 02:21:03.779000,0 days 00:00:39.677000,0 days 00:00:36.230000,0 days 00:00:56.178000
HAM,40.0,0 days 00:02:11.407000,8.0,0 days 02:23:15.186000,0 days 00:00:41.408000,0 days 00:00:35.213000,0 days 00:00:54.786000
HAM,41.0,0 days 00:02:06.607000,8.0,0 days 02:25:21.793000,0 days 00:00:43.723000,0 days 00:00:28.691000,0 days 00:00:54.193000
HAM,42.0,0 days 00:01:27.508000,8.0,0 days 02:26:49.301000,0 days 00:00:31.531000,0 days 00:00:19.059000,0 days 00:00:36.918000
HAM,43.0,0 days 00:01:24.218000,8.0,0 days 02:28:13.519000,0 days 00:00:29.552000,0 days 00:00:18.475000,0 days 00:00:36.191000
HAM,44.0,0 days 00:01:29.454000,3.0,0 days 02:29:42.973000,0 days 00:00:29.929000,0 days 00:00:18.440000,0 days 00:00:41.085000
HAM,45.0,0 days 00:01:33.045000,2.0,0 days 02:31:16.018000,0 days 00:00:29.877000,0 days 00:00:18.836000,0 days 00:00:44.332000
HAM,46.0,0 days 00:01:36.714000,1.0,0 days 02:32:52.732000,0 days 00:00:30.967000,0 days 00:00:19.082000,0 days 00:00:46.665000
HAM,47.0,,9.0,0 days 02:35:23.425000,0 days 00:00:43.851000,0 days 00:00:29.959000,0 days 00:01:16.885000
HAM,48.0,0 days 00:01:59.219000,9.0,0 days 02:37:22.644000,0 days 00:00:44.112000,0 days 00:00:22.186000,0 days 00:00:52.921000
HAM,49.0,0 days 00:02:24.575000,9.0,0 days 02:39:47.219000,0 days 00:00:47.408000,0 days 00:00:32.622000,0 days 00:01:04.545000
HAM,50.0,0 days 00:02:17.095000,9.0,0 days 02:42:04.314000,0 days 00:00:49.800000,0 days 00:00:29.673000,0 days 00:00:57.622000
HAM,51.0,0 days 00:02:11.311000,9.0,0 days 02:44:15.625000,0 days 00:00:49.266000,0 days 00:00:25.650000,0 days 00:00:56.395000
HAM,52.0,0 days 00:01:37.051000,10.0,0 days 02:45:52.676000,0 days 00:00:36.302000,0 days 00:00:19.305000,0 days 00:00:41.444000
HAM,53.0,0 days 00:01:33.039000,10.0,0 days 02:47:25.715000,0 days 00:00:32.860000,0 days 00:00:18.860000,0 days 00:00:41.319000
HAM,54.0,0 days 00:01:31.265000,9.0,0 days 02:48:56.980000,0 days 00:00:32.770000,0 days 00:00:18.803000,0 days 00:00:39.692000
HAM,55.0,0 days 00:01:29.874000,9.0,0 days 02:50:26.854000,0 days 00:00:31.410000,0 days 00:00:18.451000,0 days 00:00:40.013000
HAM,56.0,0 days 00:01:30.095000,9.0,0 days 02:51:56.949000,0 days 00:00:31.448000,0 days 00:00:18.823000,0 days 00:00:39.824000
HAM,57.0,0 days 00:01:32.418000,10.0,0 days 02:53:29.367000,0 days 00:00:31.658000,0 days 00:00:18.758000,0 days 00:00:42.002000
BOR,1.0,0 days 00:02:24.063000,17.0,0 days 01:13:24.739000,,0 days 00:00:23.185000,0 days 00:01:10.345000
BOR,2.0,,14.0,0 days 01:16:14.333000,0 days 00:00:55.049000,0 days 00:00:32.292000,0 days 00:01:22.231000
BOR,3.0,,14.0,0 days 01:18:59.555000,0 days 00:00:51.090000,0 days 00:00:32.707000,0 days 00:01:21.420000
BOR,4.0,,14.0,0 days 01:21:34.266000,0 days 00:00:49.090000,0 days 00:00:32.645000,0 days 00:01:13.087000
BOR,5.0,0 days 00:02:18.316000,14.0,0 days 01:23:52.582000,0 days 00:00:49.203000,0 days 00:00:29.928000,0 days 00:00:59.185000
BOR,6.0,0 days 00:02:20.976000,14.0,0 days 01:26:13.558000,0 days 00:00:41.946000,0 days 00:00:35.519000,0 days 00:01:03.511000
BOR,7.0,0 days 00:02:03.467000,14.0,0 days 01:28:17.025000,0 days 00:00:41.213000,0 days 00:00:30.785000,0 days 00:00:51.469000
BOR,8.0,0 days 00:01:40.265000,14.0,0 days 01:29:57.290000,0 days 00:00:36.126000,0 days 00:00:20.871000,0 days 00:00:43.268000
BOR,9.0,0 days 00:01:36.663000,14.0,0 days 01:31:33.953000,0 days 00:00:34.582000,0 days 00:00:20.079000,0 days 00:00:42.002000
BOR,10.0,0 days 00:01:35.625000,14.0,0 days 01:33:09.578000,0 days 00:00:33.964000,0 days 00:00:20.030000,0 days 00:00:41.631000
BOR,11.0,0 days 00:01:34.655000,14.0,0 days 01:34:44.233000,0 days 00:00:33.762000,0 days 00:00:19.755000,0 days 00:00:41.138000
BOR,12.0,0 days 00:01:34.382000,14.0,0 days 01:36:18.615000,0 days 00:00:33.593000,0 days 00:00:19.666000,0 days 00:00:41.123000
BOR,13.0,0 days 00:01:34.383000,14.0,0 days 01:37:52.998000,0 days 00:00:33.907000,0 days 00:00:19.633000,0 days 00:00:40.843000
BOR,14.0,0 days 00:01:34.102000,14.0,0 days 01:39:27.100000,0 days 00:00:33.309000,0 days 00:00:19.414000,0 days 00:00:41.379000
BOR,15.0,0 days 00:01:33.692000,14.0,0 days 01:41:00.792000,0 days 00:00:33.416000,0 days 00:00:19.392000,0 days 00:00:40.884000
BOR,16.0,0 days 00:01:34.111000,14.0,0 days 01:42:34.903000,0 days 00:00:33.534000,0 days 00:00:19.498000,0 days 00:00:41.079000
BOR,17.0,0 days 00:01:34.756000,14.0,0 days 01:44:09.659000,0 days 00:00:33.665000,0 days 00:00:19.336000,0 days 00:00:41.755000
BOR,18.0,0 days 00:01:33.892000,14.0,0 days 01:45:43.551000,0 days 00:00:33.401000,0 days 00:00:19.278000,0 days 00:00:41.213000
BOR,19.0,0 days 00:01:33.906000,14.0,0 days 01:47:17.457000,0 days 00:00:33.356000,0 days 00:00:19.242000,0 days 00:00:41.308000
BOR,20.0,0 days 00:01:33.328000,14.0,0 days 01:48:50.785000,0 days 00:00:33.261000,0 days 00:00:19.150000,0 days 00:00:40.917000
BOR,21.0,0 days 00:01:33.350000,14.0,0 days 01:50:24.135000,0 days 00:00:33.170000,0 days 00:00:19.132000,0 days 00:00:41.048000
BOR,22.0,0 days 00:01:32.734000,14.0,0 days 01:51:56.869000,0 days 00:00:32.833000,0 days 00:00:19.204000,0 days 00:00:40.697000
BOR,23.0,0 days 00:01:32.966000,14.0,0 days 01:53:29.835000,0 days 00:00:32.882000,0 days 00:00:19.178000,0 days 00:00:40.906000
BOR,24.0,0 days 00:01:32.369000,14.0,0 days 01:55:02.204000,0 days 00:00:32.738000,0 days 00:00:19.157000,0 days 00:00:40.474000
BOR,25.0,0 days 00:01:32.235000,14.0,0 days 01:56:34.439000,0 days 00:00:32.743000,0 days 00:00:19.145000,0 days 00:00:40.347000
BOR,26.0,0 days 00:01:31.425000,14.0,0 days 01:58:05.864000,0 days 00:00:32.394000,0 days 00:00:19.048000,0 days 00:00:39.983000
BOR,27.0,0 days 00:01:31.406000,14.0,0 days 01:59:37.270000,0 days 00:00:32.440000,0 days 00:00:19.001000,0 days 00:00:39.965000
BOR,28.0,0 days 00:01:30.755000,14.0,0 days 02:01:08.025000,0 days 00:00:32.268000,0 days 00:00:18.908000,0 days 00:00:39.579000
